cell_id,condition,total_count,time.adj,repeat_exp
INF_0h_203_C4_outline_TS_detect_AUTO_350.txt_Cell_3,INF,8.44723,2,R3
INF_0h_203_C4_outline_TS_detect_AUTO_350.txt_Cell_4,INF,31.79374,2,R3
INF_0h_203_C4_outline_TS_detect_AUTO_350.txt_Cell_5,INF,28.16662,2,R3
INF_0h_203_C4_outline_TS_detect_AUTO_350.txt_Cell_6,INF,15.14031,2,R3
INF_0h_203_C4_outline_TS_detect_AUTO_350.txt_Cell_8,INF,37.82235,2,R3
INF_0h_203_C4_outline_TS_detect_AUTO_350.txt_Cell_9,INF,7,2,R3
INF_0h_204_C4_outline_TS_detect_AUTO_350.txt_Cell_1,INF,14.10817,2,R4
INF_0h_204_C4_outline_TS_detect_AUTO_350.txt_Cell_10,INF,15.30567,2,R4
INF_0h_204_C4_outline_TS_detect_AUTO_350.txt_Cell_11,INF,24.3364,2,R4
INF_0h_204_C4_outline_TS_detect_AUTO_350.txt_Cell_12,INF,24.2281,2,R4
INF_0h_204_C4_outline_TS_detect_AUTO_350.txt_Cell_13,INF,58.08591,2,R4
INF_0h_204_C4_outline_TS_detect_AUTO_350.txt_Cell_14,INF,24.23225,2,R4
INF_0h_204_C4_outline_TS_detect_AUTO_350.txt_Cell_15,INF,28.103355,2,R4
INF_0h_204_C4_outline_TS_detect_AUTO_350.txt_Cell_16,INF,26.15371,2,R4
INF_0h_204_C4_outline_TS_detect_AUTO_350.txt_Cell_17,INF,23.39656,2,R4
INF_0h_204_C4_outline_TS_detect_AUTO_350.txt_Cell_2,INF,27.50045,2,R4
INF_0h_204_C4_outline_TS_detect_AUTO_350.txt_Cell_3,INF,19.75893,2,R4
INF_0h_204_C4_outline_TS_detect_AUTO_350.txt_Cell_4,INF,38.16183,2,R4
INF_0h_204_C4_outline_TS_detect_AUTO_350.txt_Cell_5,INF,47.52317,2,R4
INF_0h_204_C4_outline_TS_detect_AUTO_350.txt_Cell_6,INF,32.45337,2,R4
INF_0h_204_C4_outline_TS_detect_AUTO_350.txt_Cell_7,INF,6,2,R4
INF_0h_204_C4_outline_TS_detect_AUTO_350.txt_Cell_8,INF,26.52922,2,R4
INF_0h_204_C4_outline_TS_detect_AUTO_350.txt_Cell_9,INF,13,2,R4
INF_0h_205_C4_outline_TS_detect_AUTO_350.txt_Cell_1,INF,37.919,2,R4
INF_0h_205_C4_outline_TS_detect_AUTO_350.txt_Cell_10,INF,55.973205,2,R4
INF_0h_205_C4_outline_TS_detect_AUTO_350.txt_Cell_11,INF,124.03839,2,R4
INF_0h_205_C4_outline_TS_detect_AUTO_350.txt_Cell_12,INF,47.19163,2,R4
INF_0h_205_C4_outline_TS_detect_AUTO_350.txt_Cell_13,INF,56.379535,2,R4
INF_0h_205_C4_outline_TS_detect_AUTO_350.txt_Cell_14,INF,45.73064,2,R4
INF_0h_205_C4_outline_TS_detect_AUTO_350.txt_Cell_15,INF,40.76493,2,R4
INF_0h_205_C4_outline_TS_detect_AUTO_350.txt_Cell_2,INF,74.137665,2,R4
INF_0h_205_C4_outline_TS_detect_AUTO_350.txt_Cell_3,INF,43.14298,2,R4
INF_0h_205_C4_outline_TS_detect_AUTO_350.txt_Cell_4,INF,57.393195,2,R4
INF_0h_205_C4_outline_TS_detect_AUTO_350.txt_Cell_5,INF,39.73862,2,R4
INF_0h_205_C4_outline_TS_detect_AUTO_350.txt_Cell_6,INF,170.98785,2,R4
INF_0h_205_C4_outline_TS_detect_AUTO_350.txt_Cell_9,INF,29.811395,2,R4
INF_0h_206_C4_outline_TS_detect_AUTO_350.txt_Cell_1,INF,28.27952,2,R4
INF_0h_206_C4_outline_TS_detect_AUTO_350.txt_Cell_10,INF,40.34983,2,R4
INF_0h_206_C4_outline_TS_detect_AUTO_350.txt_Cell_11,INF,29.178835,2,R4
INF_0h_206_C4_outline_TS_detect_AUTO_350.txt_Cell_12,INF,106.50849,2,R4
INF_0h_206_C4_outline_TS_detect_AUTO_350.txt_Cell_13,INF,37.64162,2,R4
INF_0h_206_C4_outline_TS_detect_AUTO_350.txt_Cell_14,INF,17.82946,2,R4
INF_0h_206_C4_outline_TS_detect_AUTO_350.txt_Cell_2,INF,8.16183,2,R4
INF_0h_206_C4_outline_TS_detect_AUTO_350.txt_Cell_3,INF,9.28602,2,R4
INF_0h_206_C4_outline_TS_detect_AUTO_350.txt_Cell_4,INF,10.03104,2,R4
INF_0h_206_C4_outline_TS_detect_AUTO_350.txt_Cell_5,INF,20.59764,2,R4
INF_0h_206_C4_outline_TS_detect_AUTO_350.txt_Cell_6,INF,15.3881,2,R4
INF_0h_206_C4_outline_TS_detect_AUTO_350.txt_Cell_7,INF,17.14267,2,R4
INF_0h_206_C4_outline_TS_detect_AUTO_350.txt_Cell_8,INF,38.37095,2,R4
INF_0h_206_C4_outline_TS_detect_AUTO_350.txt_Cell_9,INF,19.46032,2,R4
INF_4h_213_C4_outline_TS_detect_AUTO_350.txt_Cell_1,INF,75.82449,6,R3
INF_4h_213_C4_outline_TS_detect_AUTO_350.txt_Cell_10,INF,26.67046,6,R3
INF_4h_213_C4_outline_TS_detect_AUTO_350.txt_Cell_11,INF,48.85656,6,R3
INF_4h_213_C4_outline_TS_detect_AUTO_350.txt_Cell_12,INF,47.62234,6,R3
INF_4h_213_C4_outline_TS_detect_AUTO_350.txt_Cell_13,INF,25.80449,6,R3
INF_4h_213_C4_outline_TS_detect_AUTO_350.txt_Cell_14,INF,42.32921,6,R3
INF_4h_213_C4_outline_TS_detect_AUTO_350.txt_Cell_15,INF,21.42922,6,R3
INF_4h_213_C4_outline_TS_detect_AUTO_350.txt_Cell_2,INF,50.95614,6,R3
INF_4h_213_C4_outline_TS_detect_AUTO_350.txt_Cell_3,INF,25.19003,6,R3
INF_4h_213_C4_outline_TS_detect_AUTO_350.txt_Cell_4,INF,47.2859,6,R3
INF_4h_213_C4_outline_TS_detect_AUTO_350.txt_Cell_5,INF,2764.66895,6,R3
INF_4h_213_C4_outline_TS_detect_AUTO_350.txt_Cell_6,INF,55.60695,6,R3
INF_4h_213_C4_outline_TS_detect_AUTO_350.txt_Cell_7,INF,54.25663,6,R3
INF_4h_213_C4_outline_TS_detect_AUTO_350.txt_Cell_8,INF,41,6,R3
INF_4h_213_C4_outline_TS_detect_AUTO_350.txt_Cell_9,INF,46.35967,6,R3
INF_4h_214_C4_outline_TS_detect_AUTO_350.txt_Cell_1,INF,214.84264,6,R3
INF_4h_214_C4_outline_TS_detect_AUTO_350.txt_Cell_10,INF,17.15059,6,R3
INF_4h_214_C4_outline_TS_detect_AUTO_350.txt_Cell_11,INF,94.71636,6,R3
INF_4h_214_C4_outline_TS_detect_AUTO_350.txt_Cell_2,INF,69.65372,6,R3
INF_4h_214_C4_outline_TS_detect_AUTO_350.txt_Cell_3,INF,57.13464,6,R3
INF_4h_214_C4_outline_TS_detect_AUTO_350.txt_Cell_4,INF,35.24204,6,R3
INF_4h_214_C4_outline_TS_detect_AUTO_350.txt_Cell_5,INF,133.45951,6,R3
INF_4h_214_C4_outline_TS_detect_AUTO_350.txt_Cell_6,INF,9.93924,6,R3
INF_4h_214_C4_outline_TS_detect_AUTO_350.txt_Cell_7,INF,21.13805,6,R3
INF_4h_214_C4_outline_TS_detect_AUTO_350.txt_Cell_8,INF,95.39226,6,R3
INF_4h_214_C4_outline_TS_detect_AUTO_350.txt_Cell_9,INF,22.60036,6,R3
INF_4h_215_C4_outline_TS_detect_AUTO_350.txt_Cell_1,INF,165.90415,6,R3
INF_4h_215_C4_outline_TS_detect_AUTO_350.txt_Cell_10,INF,20.80773,6,R3
INF_4h_215_C4_outline_TS_detect_AUTO_350.txt_Cell_11,INF,18.68046,6,R3
INF_4h_215_C4_outline_TS_detect_AUTO_350.txt_Cell_12,INF,37.61831,6,R3
INF_4h_215_C4_outline_TS_detect_AUTO_350.txt_Cell_2,INF,18.8638,6,R3
INF_4h_215_C4_outline_TS_detect_AUTO_350.txt_Cell_3,INF,12.07081,6,R3
INF_4h_215_C4_outline_TS_detect_AUTO_350.txt_Cell_4,INF,33.36919,6,R3
INF_4h_215_C4_outline_TS_detect_AUTO_350.txt_Cell_5,INF,22.48242,6,R3
INF_4h_215_C4_outline_TS_detect_AUTO_350.txt_Cell_6,INF,28.90499,6,R3
INF_4h_215_C4_outline_TS_detect_AUTO_350.txt_Cell_7,INF,19.98745,6,R3
INF_4h_215_C4_outline_TS_detect_AUTO_350.txt_Cell_8,INF,40.04799,6,R3
INF_4h_215_C4_outline_TS_detect_AUTO_350.txt_Cell_9,INF,43.97046,6,R3
INF_4h_216_C4_outline_TS_detect_AUTO_350.txt_Cell_1,INF,76.97742,6,R3
INF_4h_216_C4_outline_TS_detect_AUTO_350.txt_Cell_10,INF,52.07787,6,R3
INF_4h_216_C4_outline_TS_detect_AUTO_350.txt_Cell_11,INF,58.57586,6,R3
INF_4h_216_C4_outline_TS_detect_AUTO_350.txt_Cell_12,INF,23.96143,6,R3
INF_4h_216_C4_outline_TS_detect_AUTO_350.txt_Cell_13,INF,73.53581,6,R3
INF_4h_216_C4_outline_TS_detect_AUTO_350.txt_Cell_14,INF,40.13265,6,R3
INF_4h_216_C4_outline_TS_detect_AUTO_350.txt_Cell_15,INF,29.10069,6,R3
INF_4h_216_C4_outline_TS_detect_AUTO_350.txt_Cell_2,INF,71.32186,6,R3
INF_4h_216_C4_outline_TS_detect_AUTO_350.txt_Cell_3,INF,107.33259,6,R3
INF_4h_216_C4_outline_TS_detect_AUTO_350.txt_Cell_4,INF,24.16611,6,R3
INF_4h_216_C4_outline_TS_detect_AUTO_350.txt_Cell_5,INF,28.96677,6,R3
INF_4h_216_C4_outline_TS_detect_AUTO_350.txt_Cell_6,INF,35.18667,6,R3
INF_4h_216_C4_outline_TS_detect_AUTO_350.txt_Cell_7,INF,34.51753,6,R3
INF_4h_216_C4_outline_TS_detect_AUTO_350.txt_Cell_8,INF,39.98537,6,R3
INF_4h_216_C4_outline_TS_detect_AUTO_350.txt_Cell_9,INF,52.25314,6,R3
INF_4h_217_C4_outline_TS_detect_AUTO_350.txt_Cell_1,INF,216.81072,6,R3
INF_4h_217_C4_outline_TS_detect_AUTO_350.txt_Cell_10,INF,119.49147,6,R3
INF_4h_217_C4_outline_TS_detect_AUTO_350.txt_Cell_11,INF,48.73414,6,R3
INF_4h_217_C4_outline_TS_detect_AUTO_350.txt_Cell_12,INF,23.57382,6,R3
INF_4h_217_C4_outline_TS_detect_AUTO_350.txt_Cell_13,INF,28.2907,6,R3
INF_4h_217_C4_outline_TS_detect_AUTO_350.txt_Cell_14,INF,56.67635,6,R3
INF_4h_217_C4_outline_TS_detect_AUTO_350.txt_Cell_15,INF,77.75383,6,R3
INF_4h_217_C4_outline_TS_detect_AUTO_350.txt_Cell_16,INF,32.33807,6,R3
INF_4h_217_C4_outline_TS_detect_AUTO_350.txt_Cell_17,INF,13.85379,6,R3
INF_4h_217_C4_outline_TS_detect_AUTO_350.txt_Cell_2,INF,320.37919,6,R3
INF_4h_217_C4_outline_TS_detect_AUTO_350.txt_Cell_3,INF,16.00001,6,R3
INF_4h_217_C4_outline_TS_detect_AUTO_350.txt_Cell_4,INF,70.06252,6,R3
INF_4h_217_C4_outline_TS_detect_AUTO_350.txt_Cell_5,INF,26.33374,6,R3
INF_4h_217_C4_outline_TS_detect_AUTO_350.txt_Cell_6,INF,61.9596,6,R3
INF_4h_217_C4_outline_TS_detect_AUTO_350.txt_Cell_7,INF,81.17952,6,R3
INF_4h_217_C4_outline_TS_detect_AUTO_350.txt_Cell_8,INF,29,6,R3
INF_4h_217_C4_outline_TS_detect_AUTO_350.txt_Cell_9,INF,52.18895,6,R3
INF_4h_218_C4_outline_TS_detect_AUTO_350.txt_Cell_1,INF,1359.53739,6,R3
INF_4h_218_C4_outline_TS_detect_AUTO_350.txt_Cell_10,INF,48.54881,6,R3
INF_4h_218_C4_outline_TS_detect_AUTO_350.txt_Cell_11,INF,32.30035,6,R3
INF_4h_218_C4_outline_TS_detect_AUTO_350.txt_Cell_12,INF,16.78982,6,R3
INF_4h_218_C4_outline_TS_detect_AUTO_350.txt_Cell_2,INF,66.29582,6,R3
INF_4h_218_C4_outline_TS_detect_AUTO_350.txt_Cell_3,INF,46.18695,6,R3
INF_4h_218_C4_outline_TS_detect_AUTO_350.txt_Cell_4,INF,52.24562,6,R3
INF_4h_218_C4_outline_TS_detect_AUTO_350.txt_Cell_5,INF,99.47375,6,R3
INF_4h_218_C4_outline_TS_detect_AUTO_350.txt_Cell_6,INF,61.78197,6,R3
INF_4h_218_C4_outline_TS_detect_AUTO_350.txt_Cell_7,INF,88.65561,6,R3
INF_4h_218_C4_outline_TS_detect_AUTO_350.txt_Cell_8,INF,51.17979,6,R3
INF_4h_218_C4_outline_TS_detect_AUTO_350.txt_Cell_9,INF,37.27299,6,R3
INF_4h_219_C4_outline_TS_detect_AUTO_350.txt_Cell_1,INF,86.59223,6,R4
INF_4h_219_C4_outline_TS_detect_AUTO_350.txt_Cell_10,INF,43.55126,6,R4
INF_4h_219_C4_outline_TS_detect_AUTO_350.txt_Cell_11,INF,52.19135,6,R4
INF_4h_219_C4_outline_TS_detect_AUTO_350.txt_Cell_12,INF,99.39858,6,R4
INF_4h_219_C4_outline_TS_detect_AUTO_350.txt_Cell_13,INF,33.94405,6,R4
INF_4h_219_C4_outline_TS_detect_AUTO_350.txt_Cell_14,INF,65.52147,6,R4
INF_4h_219_C4_outline_TS_detect_AUTO_350.txt_Cell_15,INF,128.23289,6,R4
INF_4h_219_C4_outline_TS_detect_AUTO_350.txt_Cell_16,INF,181.24552,6,R4
INF_4h_219_C4_outline_TS_detect_AUTO_350.txt_Cell_17,INF,47.24183,6,R4
INF_4h_219_C4_outline_TS_detect_AUTO_350.txt_Cell_2,INF,56.33421,6,R4
INF_4h_219_C4_outline_TS_detect_AUTO_350.txt_Cell_3,INF,48.17326,6,R4
INF_4h_219_C4_outline_TS_detect_AUTO_350.txt_Cell_4,INF,59.50347,6,R4
INF_4h_219_C4_outline_TS_detect_AUTO_350.txt_Cell_5,INF,59.73149,6,R4
INF_4h_219_C4_outline_TS_detect_AUTO_350.txt_Cell_6,INF,110.75925,6,R4
INF_4h_219_C4_outline_TS_detect_AUTO_350.txt_Cell_7,INF,30.73891,6,R4
INF_4h_219_C4_outline_TS_detect_AUTO_350.txt_Cell_8,INF,50.79363,6,R4
INF_4h_219_C4_outline_TS_detect_AUTO_350.txt_Cell_9,INF,80.61152,6,R4
INF_4h_220_C4_outline_TS_detect_AUTO_350.txt_Cell_1,INF,111.72065,6,R4
INF_4h_220_C4_outline_TS_detect_AUTO_350.txt_Cell_2,INF,97.66333,6,R4
INF_4h_220_C4_outline_TS_detect_AUTO_350.txt_Cell_3,INF,154.87395,6,R4
INF_4h_220_C4_outline_TS_detect_AUTO_350.txt_Cell_4,INF,19.40779,6,R4
INF_4h_220_C4_outline_TS_detect_AUTO_350.txt_Cell_5,INF,111.80756,6,R4
INF_4h_220_C4_outline_TS_detect_AUTO_350.txt_Cell_6,INF,24.97588,6,R4
INF_4h_220_C4_outline_TS_detect_AUTO_350.txt_Cell_7,INF,17.94414,6,R4
INF_4h_221_C4_outline_TS_detect_AUTO_350.txt_Cell_1,INF,195.5583,6,R4
INF_4h_221_C4_outline_TS_detect_AUTO_350.txt_Cell_10,INF,52.82759,6,R4
INF_4h_221_C4_outline_TS_detect_AUTO_350.txt_Cell_11,INF,37.68151,6,R4
INF_4h_221_C4_outline_TS_detect_AUTO_350.txt_Cell_13,INF,13.55822,6,R4
INF_4h_221_C4_outline_TS_detect_AUTO_350.txt_Cell_14,INF,29.40027,6,R4
INF_4h_221_C4_outline_TS_detect_AUTO_350.txt_Cell_15,INF,28.48707,6,R4
INF_4h_221_C4_outline_TS_detect_AUTO_350.txt_Cell_2,INF,71.77121,6,R4
INF_4h_221_C4_outline_TS_detect_AUTO_350.txt_Cell_3,INF,39.7138,6,R4
INF_4h_221_C4_outline_TS_detect_AUTO_350.txt_Cell_4,INF,83.34251,6,R4
INF_4h_221_C4_outline_TS_detect_AUTO_350.txt_Cell_5,INF,117.85877,6,R4
INF_4h_221_C4_outline_TS_detect_AUTO_350.txt_Cell_6,INF,42.97425,6,R4
INF_4h_221_C4_outline_TS_detect_AUTO_350.txt_Cell_7,INF,67.49404,6,R4
INF_4h_221_C4_outline_TS_detect_AUTO_350.txt_Cell_8,INF,30.67081,6,R4
INF_4h_221_C4_outline_TS_detect_AUTO_350.txt_Cell_9,INF,36.90311,6,R4
INF_4h_222_C4_outline_TS_detect_AUTO_350.txt_Cell_1,INF,119.24267,6,R4
INF_4h_222_C4_outline_TS_detect_AUTO_350.txt_Cell_10,INF,52.43091,6,R4
INF_4h_222_C4_outline_TS_detect_AUTO_350.txt_Cell_11,INF,20.58421,6,R4
INF_4h_222_C4_outline_TS_detect_AUTO_350.txt_Cell_12,INF,34.62139,6,R4
INF_4h_222_C4_outline_TS_detect_AUTO_350.txt_Cell_13,INF,25.27016,6,R4
INF_4h_222_C4_outline_TS_detect_AUTO_350.txt_Cell_2,INF,412.19495,6,R4
INF_4h_222_C4_outline_TS_detect_AUTO_350.txt_Cell_3,INF,15.96384,6,R4
INF_4h_222_C4_outline_TS_detect_AUTO_350.txt_Cell_4,INF,16,6,R4
INF_4h_222_C4_outline_TS_detect_AUTO_350.txt_Cell_5,INF,9,6,R4
INF_4h_222_C4_outline_TS_detect_AUTO_350.txt_Cell_6,INF,58.91614,6,R4
INF_4h_222_C4_outline_TS_detect_AUTO_350.txt_Cell_7,INF,22.15547,6,R4
INF_4h_222_C4_outline_TS_detect_AUTO_350.txt_Cell_8,INF,24,6,R4
INF_4h_222_C4_outline_TS_detect_AUTO_350.txt_Cell_9,INF,9.30334,6,R4
INF_4h_223_C4_outline_TS_detect_AUTO_350.txt_Cell_1,INF,110.7795,6,R4
INF_4h_223_C4_outline_TS_detect_AUTO_350.txt_Cell_10,INF,49.52153,6,R4
INF_4h_223_C4_outline_TS_detect_AUTO_350.txt_Cell_2,INF,45.35261,6,R4
INF_4h_223_C4_outline_TS_detect_AUTO_350.txt_Cell_3,INF,11,6,R4
INF_4h_223_C4_outline_TS_detect_AUTO_350.txt_Cell_4,INF,87.66454,6,R4
INF_4h_223_C4_outline_TS_detect_AUTO_350.txt_Cell_5,INF,39.08264,6,R4
INF_4h_223_C4_outline_TS_detect_AUTO_350.txt_Cell_6,INF,53.62855,6,R4
INF_4h_223_C4_outline_TS_detect_AUTO_350.txt_Cell_7,INF,138.52128,6,R4
INF_4h_223_C4_outline_TS_detect_AUTO_350.txt_Cell_8,INF,154.07647,6,R4
INF_4h_223_C4_outline_TS_detect_AUTO_350.txt_Cell_9,INF,12.24639,6,R4
INF_4h_224_C4_outline_TS_detect_AUTO_350.txt_Cell_1,INF,170.15131,6,R4
INF_4h_224_C4_outline_TS_detect_AUTO_350.txt_Cell_10,INF,98.80402,6,R4
INF_4h_224_C4_outline_TS_detect_AUTO_350.txt_Cell_11,INF,53.68507,6,R4
INF_4h_224_C4_outline_TS_detect_AUTO_350.txt_Cell_12,INF,47.29534,6,R4
INF_4h_224_C4_outline_TS_detect_AUTO_350.txt_Cell_13,INF,18.1614,6,R4
INF_4h_224_C4_outline_TS_detect_AUTO_350.txt_Cell_14,INF,115.36511,6,R4
INF_4h_224_C4_outline_TS_detect_AUTO_350.txt_Cell_2,INF,34.7283,6,R4
INF_4h_224_C4_outline_TS_detect_AUTO_350.txt_Cell_3,INF,17.53554,6,R4
INF_4h_224_C4_outline_TS_detect_AUTO_350.txt_Cell_4,INF,41.38161,6,R4
INF_4h_224_C4_outline_TS_detect_AUTO_350.txt_Cell_5,INF,51.54032,6,R4
INF_4h_224_C4_outline_TS_detect_AUTO_350.txt_Cell_6,INF,14.67324,6,R4
INF_4h_224_C4_outline_TS_detect_AUTO_350.txt_Cell_7,INF,65.28039,6,R4
INF_4h_224_C4_outline_TS_detect_AUTO_350.txt_Cell_8,INF,169.89803,6,R4
INF_4h_224_C4_outline_TS_detect_AUTO_350.txt_Cell_9,INF,43.7778,6,R4
MOCK_0h_Cell_01,MOCK,0,2,R1
MOCK_0h_Cell_02,MOCK,0,2,R1
MOCK_0h_Cell_03,MOCK,0,2,R1
MOCK_0h_Cell_04,MOCK,0,2,R1
MOCK_0h_Cell_05,MOCK,0,2,R1
MOCK_0h_Cell_06,MOCK,0,2,R1
MOCK_0h_Cell_07,MOCK,0,2,R1
MOCK_0h_Cell_08,MOCK,0,2,R1
MOCK_0h_Cell_09,MOCK,1,2,R1
MOCK_0h_Cell_10,MOCK,0,2,R1
MOCK_0h_Cell_11,MOCK,0,2,R1
MOCK_0h_Cell_12,MOCK,0,2,R1
MOCK_0h_Cell_13,MOCK,0,2,R1
MOCK_0h_Cell_14,MOCK,0,2,R1
MOCK_0h_Cell_15,MOCK,0,2,R1
MOCK_0h_Cell_16,MOCK,1,2,R1
MOCK_0h_Cell_17,MOCK,0,2,R1
MOCK_0h_Cell_18,MOCK,1,2,R1
MOCK_0h_Cell_19,MOCK,0,2,R1
MOCK_0h_Cell_20,MOCK,0,2,R1
MOCK_0h_Cell_21,MOCK,0,2,R1
MOCK_0h_Cell_22,MOCK,1,2,R1
MOCK_0h_Cell_23,MOCK,0,2,R1
MOCK_0h_Cell_24,MOCK,0,2,R1
MOCK_0h_Cell_25,MOCK,0,2,R1
MOCK_0h_Cell_26,MOCK,0,2,R1
MOCK_0h_Cell_27,MOCK,0,2,R1
MOCK_0h_Cell_28,MOCK,0,2,R1
MOCK_0h_Cell_29,MOCK,0,2,R1
MOCK_0h_Cell_30,MOCK,0,2,R1
MOCK_0h_Cell_31,MOCK,0,2,R1
MOCK_0h_Cell_32,MOCK,0,2,R1
MOCK_0h_Cell_33,MOCK,0,2,R1
MOCK_0h_Cell_34,MOCK,0,2,R1
MOCK_0h_Cell_35,MOCK,0,2,R1
MOCK_0h_Cell_36,MOCK,0,2,R1
MOCK_0h_Cell_37,MOCK,0,2,R1
MOCK_0h_Cell_38,MOCK,0,2,R1
MOCK_0h_Cell_39,MOCK,0,2,R1
MOCK_0h_Cell_40,MOCK,0,2,R1
MOCK_0h_Cell_41,MOCK,0,2,R1
MOCK_0h_Cell_42,MOCK,0,2,R1
MOCK_0h_Cell_43,MOCK,0,2,R1
MOCK_0h_Cell_44,MOCK,0,2,R1
MOCK_0h_Cell_45,MOCK,0,2,R1
MOCK_0h_Cell_46,MOCK,0,2,R1
MOCK_0h_Cell_47,MOCK,0,2,R1
MOCK_0h_Cell_48,MOCK,0,2,R1
MOCK_0h_Cell_49,MOCK,0,2,R1
MOCK_0h_Cell_50,MOCK,0,2,R1
MOCK_0h_Cell_51,MOCK,0,2,R1
MOCK_0h_Cell_52,MOCK,0,2,R1
MOCK_0h_Cell_53,MOCK,0,2,R1
MOCK_0h_Cell_54,MOCK,0,2,R1
MOCK_0h_Cell_55,MOCK,0,2,R1
MOCK_0h_Cell_56,MOCK,0,2,R1
MOCK_0h_Cell_57,MOCK,0,2,R1
MOCK_0h_Cell_58,MOCK,1,2,R1
MOCK_0h_Cell_59,MOCK,0,2,R1
MOCK_0h_Cell_60,MOCK,0,2,R1
MOCK_0h_Cell_61,MOCK,0,2,R1
MOCK_4h_Cell_01,MOCK,0,6,R2
MOCK_4h_Cell_02,MOCK,0,6,R2
MOCK_4h_Cell_03,MOCK,0,6,R2
MOCK_4h_Cell_04,MOCK,0,6,R2
MOCK_4h_Cell_05,MOCK,0,6,R2
MOCK_4h_Cell_06,MOCK,0,6,R2
MOCK_4h_Cell_07,MOCK,0,6,R2
MOCK_4h_Cell_08,MOCK,0,6,R2
MOCK_4h_Cell_09,MOCK,0,6,R2
MOCK_4h_Cell_10,MOCK,0,6,R2
MOCK_4h_Cell_11,MOCK,0,6,R2
MOCK_4h_Cell_12,MOCK,0,6,R2
MOCK_4h_Cell_13,MOCK,0,6,R2
MOCK_4h_Cell_14,MOCK,0,6,R2
MOCK_4h_Cell_15,MOCK,0,6,R2
MOCK_4h_Cell_16,MOCK,0,6,R2
MOCK_4h_Cell_17,MOCK,0,6,R2
MOCK_4h_Cell_18,MOCK,0,6,R2
MOCK_4h_Cell_19,MOCK,0,6,R2
MOCK_4h_Cell_20,MOCK,0,6,R2
MOCK_4h_Cell_21,MOCK,0,6,R2
MOCK_4h_Cell_22,MOCK,0,6,R2
MOCK_4h_Cell_23,MOCK,0,6,R2
MOCK_4h_Cell_24,MOCK,0,6,R2
MOCK_4h_Cell_25,MOCK,0,6,R2
MOCK_4h_Cell_26,MOCK,0,6,R2
MOCK_4h_Cell_27,MOCK,0,6,R2
MOCK_4h_Cell_28,MOCK,0,6,R2
MOCK_4h_Cell_29,MOCK,0,6,R2
MOCK_4h_Cell_30,MOCK,1,6,R2
MOCK_4h_Cell_31,MOCK,1,6,R2
MOCK_4h_Cell_32,MOCK,0,6,R2
MOCK_4h_Cell_33,MOCK,0,6,R2
MOCK_4h_Cell_34,MOCK,0,6,R2
MOCK_4h_Cell_35,MOCK,0,6,R2
MOCK_4h_Cell_36,MOCK,0,6,R2
MOCK_4h_Cell_37,MOCK,0,6,R2
MOCK_4h_Cell_38,MOCK,0,6,R2
MOCK_4h_Cell_39,MOCK,0,6,R2
MOCK_4h_Cell_40,MOCK,1,6,R2
MOCK_4h_Cell_41,MOCK,0,6,R2
MOCK_4h_Cell_42,MOCK,0,6,R2
MOCK_4h_Cell_43,MOCK,0,6,R2
MOCK_4h_Cell_44,MOCK,0,6,R2
MOCK_4h_Cell_45,MOCK,0,6,R2
MOCK_4h_Cell_46,MOCK,0,6,R2
MOCK_4h_Cell_47,MOCK,0,6,R2
MOCK_4h_Cell_48,MOCK,0,6,R2
MOCK_4h_Cell_49,MOCK,1,6,R2
MOCK_4h_Cell_50,MOCK,0,6,R2
MOCK_4h_Cell_51,MOCK,0,6,R2
MOCK_4h_Cell_52,MOCK,0,6,R2
MOCK_4h_Cell_53,MOCK,0,6,R2
MOCK_4h_Cell_54,MOCK,0,6,R2
MOCK_4h_Cell_55,MOCK,0,6,R2
MOCK_4h_Cell_56,MOCK,0,6,R2
MOCK_4h_Cell_57,MOCK,0,6,R2
MOCK_4h_Cell_58,MOCK,0,6,R2
MOCK_4h_Cell_59,MOCK,0,6,R2
MOCK_4h_Cell_60,MOCK,0,6,R2
MOCK_4h_Cell_61,MOCK,0,6,R2
MOCK_4h_Cell_62,MOCK,0,6,R2
MOCK_4h_Cell_63,MOCK,0,6,R2
MOCK_4h_Cell_64,MOCK,0,6,R2
MOCK_4h_Cell_65,MOCK,0,6,R2
MOCK_4h_Cell_66,MOCK,0,6,R2
MOCK_4h_Cell_67,MOCK,0,6,R2
MOCK_4h_Cell_68,MOCK,0,6,R2
MOCK_4h_Cell_69,MOCK,0,6,R2